review,sentiment
better than cs go,1
nobody will see my review so i will eat tablespoon of ketchup for every award this gets,1
this game just never dies,1
you can play rocket league in it,1
its okey,1
sometimes a person has to go back to the old schoolcs note i played the cracked version for many hours before i bought it,1
d,1
suucckk,0
this is a certified hood classic,1
ou yeah,1
a timeless classic,1
if you play csgo youre an idiot,1
i like thjs game because i feel like a pirate,1
i like it,1
old as dirt still going strong,1
rush b,0
not bad,1
my gambling addict friend said if i post a review and it gets likes and awards that he will buy me a case of beer and some vodka so im just gon na leave this here,1
my kid die for this game,1
counterstrike was an unparalleled masterpiece that defined a generation of gamers the timeless elegance of counterstrike continues to endure while valves current rendition of csgo seems to prioritize monetization over the necessary upkeep of their anticheat system,1
yes so old game,1
eh,0
sovl,1
the best game ever,1
years wow how time flys when your having fun best game ever,1
old but gold,1
co za gowno boze,0
popo,1
good game,1
no achivement,0
cant wait for the update awesome game,1
slavs ruined this game,0
better than cs go by far,1
good old days game just a kiss on your childhood,1
og and net cafe,1
nice game,1
very good game best game to kill russians,1
forte,1
counterstrike wont ever be canceled counterstrike wont be dismantled counterstrike gon na be together counterstrike gon na be forever best shooter for years steam evolved because of this game,1
no,0
i had to come back to this game because csgo and cs were complete trash clunky inaccurate games that call it competitive play with handicapped players the physics of those two games are far worse that css the smoke clouds in cs take about an hour to dissipate giving terrorists an unfair advantage in the hostage maps how is cs any kind of sequel to cs cz and css it has far less of just about everything garbage wall physics for shooting through material i wouldve hoped they fixed the awp bug where you kill someone by shooting them in the foor or leg but nope they carried over the problems from the previous games and didnt elevate any part of the game play same game just less with crap graphics i dont see a big difference in graphics between csgo and cs i find the features and functions of cssource to be superior in every way from an interactive perspective calling that new game cs i find offensive to its previous versions,1
graphics you forget what reality is beautiful good decent bad dont look too long at it msdos gameplay very good good its just gameplay mehh watch paint dry instead just dont audio eargasm very good good not too bad bad im now deaf audience kids teens adults grandma pc requirements check if you can run paint potato decent fast rich boi ask nasa if they have a spare computer game size floppy disk old fashioned workable big will eat of your tb hard drive you will want an entire hard drive to hold it you will need to invest in a black hole to hold all the data difficulty just press w easy easy to learn hard to master significant brain usage difficult dark souls grind nothing to grind only if u care about leaderboardsranks isnt necessary to progress average grind level too much grind youll need a second life for grinding story no story some lore average good lovely itll replace your life game time long enough for a cup of coffee short average long to infinity and beyond price its free worth the price if its on sale if u have some spare money left not recommended you could also just burn your money bugs never heard of minor bugs can get annoying ark survival evolved the game itself is a big terrarium for bugs author httpsvojtastruhargithubiosteamreviewtemplate,1
the counter of the strike is the strike of the counters isaac newton,1
its ok,1
very nice,1
still love the game,1
not bad,1
my bat like this game so much,1
buy,1
good for my shitty pc,1
sex,1
childhood game been over years playing love it,1
og game,1
k,1
the alltime greatest first person shooter,1
dau de pica netu,1
better than cs,1
original funny,1
byle oyunu yapann taaklarn yalarm,1
yes,1
da,1
uh gud death gem,1
classic,1
ver,1
old but gold,1
good game,0
ok,1
great game love it,1
childhood game,1
the bomb has been planted,1
i have years old debera agregar una receta para que se vea ms rellenito el review,1
vastulk,1
its way too shitty to play,0
if i have to review this one more fucking time,1
